nbrePoints 10000
82.76,78.748
-85.143,63.249
-5.6987,89.485
-27.891,-51.936
-38.881,15.94
-65.126,-62.237
-29.866,-29.745
88.72,21.251
-96.512,28.914
-30.195,23.052
-53.363,75.805
12.845,50.173
23.606,60.751
-77.976,-49.448
12.79,-55.894
51.051,-75.659
-33.43,-23.127
55.714,-71.161
74.55,17.034
-79.264,56.058
27.857,-58.362
-35.331,30.632
-95.997,-4.5653
33.09,82.199
74.241,18.377
-4.9432,-9.7897
-7.2124,52.739
84.135,98.194
5.3433,-77.441
36.075,20.389
-62.326,-46.387
-72.855,-21.243
-14.901,29.978
74.179,15.042
62.085,22.776
93.504,61.403
-55.075,19.743
6.5033,28.952
-22.697,46.619
-57.067,-70.54
54.156,-52.938
99.877,-63.796
-49.904,-70.434
-86.278,-55.128
-19.548,81.618
47.431,63.425
58.583,-39.694
35.958,96.735
46.357,-77.84
-51.474,-83.063
85.583,-39.016
3.4741,-12.508
-26.298,-45.38
-36.153,17.89
11.904,-44.426
34.551,61.809
-35.751,27.002
-33.596,-25.901
-98.635,43.472
6.8196,-29.224
-1.5221,-64.201
86.08,-90.988
-19.853,2.1379
28.417,-62.75
-59.877,25.787
-40.143,59.987
-89.932,-41.292
-13.431,-70.437
89.617,43.213
-2.7271,-65.548
27.044,67.733
0.84206,-68.84
27.071,-47.606
82.219,88.158
-5.6501,-6.4624
-95.556,25.744
85.963,-95.111
53.993,81.544
74.981,-49.284
94.16,37.509
-28.996,-60.59
59.561,-12.87
90.604,-54.549
78.138,13.443
-39.577,66.518
-88.386,-51.457
78.327,87.027
65.772,-78.114
-84.502,85.607
52.428,7.401
-9.539,-90.656
50.386,-99.963
1.5062,47.899
52.219,-75.002
37.506,6.0451
51.332,-67.429
-36.86,24.448
2.0018,-95.422
-27.27,-26.909
-54.4,-2.6934
49.997,-48.194
-26.13,69.55
79.023,-96.591
6.9808,-35.767
-94.951,30.529
41.635,-29.617
-4.1526,92.569
48.187,-58.996
-66.907,69.564
-34.458,78.644
41.181,70.073
-88.333,62.322
16.623,86.903
-95.749,15.912
-22.98,80.676
18.694,87.215
-81.902,66.267
41.829,10.37
51.947,-4.383
55.5,-28.434
36.698,-65.508
-55.433,82.195
-5.6116,-30.349
-21.044,-70.895
-4.625,38.236
38.214,-93.34
-7.0567,-65.069
41.501,-24.694
-56.842,54.297
-49.028,-24.379
-93.511,-6.9693
57.832,-99.801
-59.059,-96.41
-36.49,94.471
-21.085,55.521
-36.986,-59.965
65.642,10.303
-8.6687,52.715
-77.48,9.8861
-81.105,64.609
-0.25882,-83.183
-41.509,-22.277
16.799,57.616
-92.587,55.925
57.944,81.374
46.282,25.112
34.969,14.63
-51.785,36.638
33.891,77.516
73.867,52.757
41.354,22.044
43.672,-5.0726
97.22,46.485
95.542,-14.42
77.093,-85.258
-29.522,74.284
-7.3855,-95.853
-58.089,-37.516
3.592,85.403
17.6,62.732
-1.205,9.4546
67.875,53.493
-87.596,12.374
-46.101,68.025
41.188,-77.053
54.263,-16.916
-75.958,19.611
-3.7469,48.044
-18.223,-50.878
0.32304,41.404
-35.824,45.631
21.958,39.448
-18.353,17.88
78.326,-4.7431
54.891,-51.499
-29.175,2.2941
99.042,-60.089
-26.95,-30.337
14.446,-36.863
96.598,8.2406
-88.179,-11.978
-53.28,48.974
2.2856,15.748
-57.768,-6.4565
38.574,49.999
-78.032,3.162
-11.401,57.689
77.622,58.598
-37.532,54.636
40.238,61.366
-96.676,74.289
-24.417,73.994
